Email,Subuser Type,Subuser ID,Subuser,Date,Bandwidth Usage
ExampleUser22@gmail.com,Basic,,1088579zz,2021-12,0.001012695
ExampleUser23@verizon.net,Basic,,1088579zzxz,2022-01,0.856974609
ExampleUser24@gmail.com,Basic,,108chocolateraind6176,2020-04,2.063160156
ExampleUser25@gmail.com,Basic,741578.0,1093055zz,2021-12,1.130331055
ExampleUser26@gmail.com,Basic,750464.0,1093055zzxz,2022-01,3.291198242
ExampleUser27@gmail.com,Basic,748442.0,10yuanjustin238de8,2020-09,2.527962891
ExampleUser27@gmail.com,Basic,748442.0,10yuanjustin238de8,2020-10,1.068379883
ExampleUser28@live.com,Basic,763322.0,1124456zz,2021-12,5.872099609
ExampleUser29@aceroninsta.com,Basic,,1130639zz,2021-12,1.423713867
ExampleUser30@gmail.com,Basic,,1150235zz,2021-12,10.05010352
ExampleUser31@gmail.com,Basic,,1151261zzxz,2022-01,0.001069336
ExampleUser32@gmail.com,Basic,,1180493zz,2021-12,2.598317383
ExampleUser33@qq.com,Basic,,1191235272eeb06,2020-07,1.388648438
ExampleUser34@gmail.com,Basic,839822.0,1193357zz,2021-12,0.243943359
ExampleUser35@gmail.com,Basic,,1193357zzxz,2022-01,0.216072266
ExampleUser36@hotmail.com,Basic,458534.0,1193831zz,2021-12,0.764527344
ExampleUser37@live.com,Basic,,1193831zzxz,2022-01,1.479803711
ExampleUser38@gmail.com,Basic,,1194548zz,2021-12,0.150616211
ExampleUser39@gmail.com,Basic,,1195403zz,2021-12,0.012222656
ExampleUser40@gmail.com,Basic,,1197215zz,2021-12,9.735449219
ExampleUser41@gmail.com,Basic,,11julian99a88e,2020-12,0.002855469
ExampleUser42@gmail.com,Basic,,1202066zzxz,2022-01,0.0
ExampleUser43@gmail.com,Basic,,1205714zz,2021-12,0.047333008
ExampleUser44@gmail.com,Basic,,1206923zzxz,2022-01,0.023045898
ExampleUser45@gmail.com,Basic,,1212866zzxz,2022-01,0.257447266
ExampleUser46@yahoo.com,Basic,,1218566zz,2021-12,1.393973633
ExampleUser47@gmail.com,Basic,,1219supreme7f746,2020-04,0.012246094
ExampleUser47@gmail.com,Basic,,1219supreme7f746,2020-05,7.314167969
ExampleUser47@gmail.com,Basic,,1219supreme7f746,2020-06,0.280055664
ExampleUser47@gmail.com,Basic,,1219supreme7f746,2020-07,0.110461914
ExampleUser47@gmail.com,Basic,,1219supreme7f746,2020-08,3.587147461
ExampleUser47@gmail.com,Basic,,1219supreme7f746,2020-09,5.911913086
ExampleUser48@mail.ru,Basic,695147.0,1222333000fc05,2020-08,2.356935547
ExampleUser49@gmail.com,Basic,,1230956zz,2021-12,4.375636719
ExampleUser50@gmail.com,Basic,,1231574zzxz,2022-01,0.663783203
ExampleUser51@gmail.com,Basic,,1236929zzxz,2022-01,0.13712793
ExampleUser52@gmail.com,Basic,,1238363zz,2021-12,5.005572266
ExampleUser53@gmail.com,Basic,,1238363zzxz,2022-01,1.613651367
ExampleUser54@gmail.com,Basic,,1241396zz,2021-12,0.471633789
ExampleUser55@gmail.com,Basic,402328.0,1241396zzxz,2022-01,1.230073242
ExampleUser56@yahoo.com,Basic,,1243802zz,2021-12,0.005393555
ExampleUser57@gmail.com,Basic,,1249025zz,2021-12,0.995993164
ExampleUser58@qq.com,Basic,370082.0,1276872311327a,2020-05,1.631517578
ExampleUser58@qq.com,Basic,370082.0,1276872311327a,2020-06,1.287181641
ExampleUser58@qq.com,Basic,370082.0,1276872311327a,2020-07,0.295249023
ExampleUser59@msn.com,Basic,,1281887zz,2021-12,0.902475586
ExampleUser59@msn.com,Pro,616081.0,1281887zzxz,2022-01,0.020486328
ExampleUser60@yahoo.com,Basic,,1289780zz,2021-12,0.299202148
ExampleUser61@yahoo.com,Basic,,1289780zzxz,2022-01,1.899978516
ExampleUser62@gmail.com,Basic,,1291880zz,2021-12,0.442146484
ExampleUser59@msn.com,Basic,,1291880zzxz,2022-01,0.305361328
ExampleUser63@gmail.com,Basic,,1294442zzxz,2022-01,1.084192383
ExampleUser64@gmail.com,Basic,,1314293zz,2021-12,16.59599707
ExampleUser65@gmail.com,Basic,,1314293zzxz,2022-01,1.709261719
ExampleUser66@gmail.com,Basic,,1319807zzxz,2022-01,0.810446289
ExampleUser67@outlook.com,Basic,,1342571zz,2021-12,0.329347656
ExampleUser68@gmail.com,Basic,,1342571zzxz,2022-01,0.04253418
ExampleUser69@hotmail.com,Basic,,1345052zz,2021-12,0.022018555
ExampleUser70@gmail.com,Basic,,1345052zzxz,2022-01,1.068640625
ExampleUser71@gmail.com,Basic,,1400426zzxz,2022-01,0.353173828
ExampleUser72@gmail.com,Basic,,140222rle949,2020-11,0.125765625
ExampleUser72@gmail.com,Basic,,140222rle949,2020-12,3.566354492
ExampleUser73@gmail.com,Basic,,14loartea3bdbzz,2021-12,4.710335938
ExampleUser74@163.com,Basic,397724.0,159905411002ef9,2020-05,0.00190332
ExampleUser74@163.com,Basic,397724.0,159905411002ef9,2020-06,0.003082031
ExampleUser74@163.com,Basic,397724.0,159905411002ef9,2020-07,0.108282227
ExampleUser75@qq.com,Basic,473889.0,1640205582de39,2020-07,2.887400391
ExampleUser75@qq.com,Basic,473889.0,1640205582de39,2020-08,1.057230469
ExampleUser75@qq.com,Basic,473889.0,1640205582de39,2020-09,0.322166992
ExampleUser76@gmail.com,Pro,620363.0,17aalmana2f64,2022-01,0.00128125
ExampleUser77@qq.com,Basic,682988.0,19861937949b1b,2020-08,7.016709961
ExampleUser78@gmail.com,Basic,632705.0,19denzel689400,2020-08,3.563373047
ExampleUser78@gmail.com,Basic,632705.0,19denzel689400,2020-09,2.341240234
ExampleUser78@gmail.com,Basic,632705.0,19denzel689400,2020-10,0.053011719
ExampleUser78@gmail.com,Basic,632705.0,19denzel68b6f8,2020-12,13.57223242
ExampleUser78@gmail.com,Basic,632705.0,19denzel68b6f8,2021-01,0.000975586
ExampleUser79@gmail.com,Basic,,1haiphamc812zz,2021-12,15.82169531
ExampleUser80@gmail.com,Basic,,1marcusb1189a8,2021-12,2.969918945
ExampleUser80@gmail.com,Pro,620318.0,1marcusb1189a8xz,2022-01,1.310692383
ExampleUser81@gmail.com,Basic,,2005gmane898zz,2021-12,9.259634766
ExampleUser82@gmail.com,Basic,513853.0,22jadrick1413cf,2020-07,3.690889648
ExampleUser82@gmail.com,Basic,513853.0,22jadrick149c22,2020-08,4.597149414
ExampleUser83@gmail.com,Basic,697739.0,23direct4503,2020-08,2.837878906
ExampleUser83@gmail.com,Basic,697739.0,23direct4503,2020-09,0.341238281
ExampleUser84@qq.com,Basic,772217.0,254865502062b,2020-09,0.197441406
ExampleUser85@gmail.com,Basic,,279939zzxz,2022-01,0.227197266
ExampleUser85@gmail.com,Basic,,279960zzxz,2022-01,0.358845703
ExampleUser85@gmail.com,Basic,,279966zzxz,2022-01,7.006775391
ExampleUser86@gmail.com,Basic,,279975zz,2021-12,1.710612305
ExampleUser87@gmail.com,Basic,,279995zz,2021-12,3.999365234
ExampleUser85@gmail.com,Basic,,279995zzxz,2022-01,3.054217773
ExampleUser88@gmail.com,Basic,,280005zz,2021-12,4.645757813
ExampleUser89@gmail.com,Basic,,280024zz,2021-12,7.818126953
ExampleUser90@gmail.com,Basic,,280024zzxz,2022-01,14.05396777
ExampleUser90@gmail.com,Basic,,280027zzxz,2022-01,3.003112305
ExampleUser91@gmail.com,Basic,,280029zz,2021-12,5.584316406
ExampleUser90@gmail.com,Basic,,280029zzxz,2022-01,0.574856445
ExampleUser92@gmail.com,Basic,,280050zz,2021-12,0.062172852
ExampleUser90@gmail.com,Basic,,280050zzxz,2022-01,0.016668945
ExampleUser90@gmail.com,Basic,,280071zzxz,2022-01,2.73e-05
ExampleUser90@gmail.com,Basic,,280086zzxz,2022-01,3.129844727
ExampleUser90@gmail.com,Basic,,280113zzxz,2022-01,1.789757813
ExampleUser93@gmail.com,Basic,,282312zz,2021-12,2.439146484
ExampleUser94@gmail.com,Basic,,282355zz,2021-12,0.421816406
ExampleUser95@gmail.com,Basic,,282355zzxz,2022-01,0.069201172
ExampleUser96@gmail.com,Basic,,282370zz,2021-12,3.916834961
ExampleUser97@gmail.com,Basic,,282371zz,2021-12,13.73382715
ExampleUser98@gmail.com,Basic,,282373zzxz,2022-01,2.00275293
ExampleUser99@cybersole.io,Basic,,282381zz,2021-12,0.095355469
ExampleUser100@gmail.com,Basic,,282390zz,2021-12,8.371135742
ExampleUser91@gmail.com,Basic,,282390zzxz,2022-01,1.96031543
ExampleUser101@uniquephoto.com,Basic,,282414zz,2021-12,29.85899512
ExampleUser102@fitzy.xyz,Basic,,282414zzxz,2022-01,1.54222168
ExampleUser103@rogers.com,Basic,600284.0,282439zz,2021-12,11.15414355
ExampleUser104@gmail.com,Basic,552899.0,282445zz,2021-12,4.270592773
ExampleUser105@gmail.com,Basic,,282495zz,2021-12,6.85612207
ExampleUser106@gmail.com,Basic,,282497zz,2021-12,3.003292969
ExampleUser98@gmail.com,Basic,,282497zzxz,2022-01,1.650138672
ExampleUser107@gmail.com,Basic,551471.0,282564zz,2021-12,0.865142578
ExampleUser108@gmail.com,Basic,,282584zz,2021-12,0.07681543
ExampleUser90@gmail.com,Basic,,282601zzxz,2022-01,0.011800781
ExampleUser109@gmail.com,Basic,457590.0,282602zz,2021-12,0.624196289
ExampleUser98@gmail.com,Basic,,282602zzxz,2022-01,0.006402344
ExampleUser110@hotmail.com,Basic,,282656zz,2021-12,1.482013672
ExampleUser111@hotmail.com,Basic,,282656zzxz,2022-01,2.180504883
ExampleUser112@gmail.com,Basic,,282738zz,2021-12,0.044400391
ExampleUser98@gmail.com,Basic,,282741zzxz,2022-01,0.953385742
ExampleUser113@gmail.com,Basic,,282754zzxz,2022-01,1.980908203
ExampleUser114@gmail.com,Basic,,282835zz,2021-12,1.630375977
ExampleUser115@aol.com,Basic,,282835zzxz,2022-01,0.041352539
ExampleUser116@gmail.com,Basic,,282840zz,2021-12,7.235586914
ExampleUser115@aol.com,Basic,,282853zzxz,2022-01,2.953595703
ExampleUser117@gmail.com,Basic,426487.0,282873zz,2021-12,10.68208301
ExampleUser98@gmail.com,Basic,,282873zzxz,2022-01,23.47802637
ExampleUser91@gmail.com,Basic,,282894zzxz,2022-01,0.0
ExampleUser118@gmail.com,Basic,,282895zz,2021-12,4.532580078
ExampleUser91@gmail.com,Basic,,282895zzxz,2022-01,3.460681641
ExampleUser119@soleius.com,Basic,,282899zz,2021-12,1.387922852
ExampleUser91@gmail.com,Basic,,282899zzxz,2022-01,3.151674805
ExampleUser120@gmail.com,Basic,,282903zz,2021-12,0.025286133
ExampleUser91@gmail.com,Basic,,282924zzxz,2022-01,0.117154297
ExampleUser121@gmail.com,Basic,,282925zz,2021-12,4.79e-05
ExampleUser91@gmail.com,Basic,,282925zzxz,2022-01,1.729019531
ExampleUser85@gmail.com,Basic,,282931zzxz,2022-01,0.010751953
ExampleUser85@gmail.com,Basic,,282991zzxz,2022-01,1.530864258
ExampleUser122@gmail.com,Basic,,283001zz,2021-12,5.283138672
ExampleUser90@gmail.com,Basic,,283001zzxz,2022-01,1.287496094
ExampleUser123@gmail.com,Basic,,283012zz,2021-12,4.909208008
ExampleUser124@gmail.com,Basic,,283014zz,2021-12,2.894142578
ExampleUser90@gmail.com,Basic,,283060zzxz,2022-01,0.451592773
ExampleUser125@icloud.com,Basic,,283115zz,2021-12,0.489814453
ExampleUser90@gmail.com,Basic,,283115zzxz,2022-01,0.502862305
ExampleUser126@yahoo.com,Basic,,283147zzxz,2022-01,0.061583008
ExampleUser90@gmail.com,Basic,,283165zzxz,2022-01,0.21056543
ExampleUser127@gmail.com,Basic,743750.0,283216zzxz,2022-01,2.002397461
ExampleUser128@gmail.com,Basic,,283222zzxz,2022-01,0.001359375
ExampleUser129@hotmail.ca,Basic,,283236zz,2021-12,3.48930957
ExampleUser127@gmail.com,Basic,743750.0,283236zzxz,2022-01,13.6203584
ExampleUser90@gmail.com,Basic,,283301zzxz,2022-01,1.310477539
ExampleUser130@yahoo.com,Basic,334394.0,283358zz,2021-12,0.01515918
ExampleUser131@gmail.com,Basic,,283358zzxz,2022-01,2.00303125
ExampleUser132@gmail.com,Basic,,283382zz,2021-12,0.207069336
ExampleUser133@gmail.com,Basic,,283419zz,2021-12,0.641324219
ExampleUser134@gmail.com,Basic,473980.0,283439zz,2021-12,0.353963867
ExampleUser135@gmail.com,Basic,,283439zzxz,2022-01,1.901336914
ExampleUser136@yahoo.ca,Basic,,283464zz,2021-12,4.01775
ExampleUser137@hotmail.com,Basic,,283505zz,2021-12,5.223641602
ExampleUser90@gmail.com,Basic,,283505zzxz,2022-01,1.799920898
ExampleUser138@gmail.com,Basic,,283523zzxz,2022-01,3.360220703
ExampleUser139@gmail.com,Basic,,283541zz,2021-12,0.856361328
ExampleUser140@gmail.com,Basic,,283541zzxz,2022-01,0.497322266
ExampleUser95@gmail.com,Basic,,283550zzxz,2022-01,3.191986328
ExampleUser95@gmail.com,Basic,,283551zzxz,2022-01,2.002662109
ExampleUser141@gmail.com,Basic,,283573zz,2021-12,7.304929688
ExampleUser142@yahoo.com,Basic,,283588zz,2021-12,2.064862305
ExampleUser131@gmail.com,Basic,,283588zzxz,2022-01,1.655063477
ExampleUser143@hotmail.com,Basic,,283595zz,2021-12,1.482362305
ExampleUser144@gmail.com,Basic,,283595zzxz,2022-01,7.178046875
ExampleUser145@gmail.com,Basic,769919.0,283639zz,2021-12,2.587166992
ExampleUser127@gmail.com,Basic,743750.0,283639zzxz,2022-01,0.940249023
ExampleUser127@gmail.com,Basic,743750.0,283697zzxz,2022-01,1.951748047
ExampleUser146@gmail.com,Basic,,284836zzxz,2022-01,0.643035156
ExampleUser147@slashproxy.io,Basic,,298499zzxz,2022-01,1.905111328
ExampleUser148@gmail.com,Basic,745919.0,2kgraphicz0ada,2020-09,0.468074219
ExampleUser148@gmail.com,Basic,745919.0,2kgraphicz0ada,2020-10,1.069582031
ExampleUser148@gmail.com,Basic,745919.0,2kgraphiczed59,2020-06,0.450572266
ExampleUser148@gmail.com,Basic,745919.0,2kgraphiczed59,2020-07,0.74824707
ExampleUser148@gmail.com,Basic,745919.0,2kgraphiczed59,2020-08,1.190246094
ExampleUser148@gmail.com,Basic,745919.0,2kgraphiczed59,2020-11,3.681529297
ExampleUser148@gmail.com,Basic,745919.0,2kgraphiczed59,2020-12,3.406615234
ExampleUser148@gmail.com,Basic,745919.0,2kgraphiczed59,2021-01,0.246113281
ExampleUser149@gmail.com,Basic,,2nejong1c47azz,2021-12,0.043473633
ExampleUser150@gmail.com,Basic,731690.0,2randomperson78a7a,2020-08,0.18727832
ExampleUser150@gmail.com,Basic,731690.0,2randomperson78a7a,2020-09,2.191037109
ExampleUser151@gmail.com,Basic,,301238zz,2021-12,0.039814453
ExampleUser152@gmail.com,Basic,,301238zzxz,2022-01,0.200990234
ExampleUser153@gmail.com,Basic,927356.0,302solezze287,2020-10,3.360356445
ExampleUser154@gmail.com,Basic,,304222zzxz,2022-01,2.012217773
ExampleUser155@gmail.com,Basic,769823.0,305643zzxz,2022-01,2.371512695
ExampleUser156@gmail.com,Basic,,306074zzxz,2022-01,1.722508789
ExampleUser157@yahoo.com,Basic,,307613zz,2021-12,0.731686523
ExampleUser155@gmail.com,Basic,769823.0,309869zzxz,2022-01,1.680189453
ExampleUser155@gmail.com,Basic,769823.0,309889zzxz,2022-01,7.640308594
ExampleUser158@gmail.com,Basic,,311587zz,2021-12,0.299076172
ExampleUser159@gmail.com,Basic,,311587zzxz,2022-01,4.025178711
ExampleUser160@gmail.com,Basic,,312432zzxz,2022-01,0.062651367
ExampleUser161@gmail.com,Basic,,312876zzxz,2022-01,0.073050781
ExampleUser31@gmail.com,Basic,,316612zzxz,2022-01,1.98203418
ExampleUser162@aol.com,Basic,,318003zz,2021-12,0.827293945
ExampleUser163@gmail.com,Basic,,322009zz,2021-12,2.002348633
ExampleUser144@gmail.com,Basic,,322009zzxz,2022-01,4.325644531
ExampleUser164@gmail.com,Basic,,334263zz,2021-12,1.999924805
ExampleUser165@gmail.com,Basic,,345342zz,2021-12,0.507111328
ExampleUser166@gmail.com,Basic,,345342zzxz,2022-01,0.800117188
ExampleUser167@gmail.com,Basic,,361369zz,2021-12,3.236868164
ExampleUser168@qq.com,Basic,,3617805332c01,2020-04,0.943854492
ExampleUser168@qq.com,Basic,,3617805332c01,2020-05,1.287530273
ExampleUser168@qq.com,Basic,,3617805332c01,2020-06,1.118994141
ExampleUser168@qq.com,Basic,,3617805332c01,2020-07,3.015077148
ExampleUser168@qq.com,Basic,,3617805332c01,2020-09,6.05643457
ExampleUser169@qq.com,Basic,419895.0,370822199ff42,2020-06,9.001130859
ExampleUser169@qq.com,Basic,419895.0,370822199ff42,2020-07,9.080708008
ExampleUser169@qq.com,Basic,419895.0,370822199ff42,2020-08,5.341819336
ExampleUser170@naver.com,Basic,,374197zzxz,2022-01,1.751608398
ExampleUser171@cybersole.io,Basic,,415914zz,2021-12,0.000297852
ExampleUser172@gmail.com,Basic,,415914zzxz,2022-01,8.193462891
ExampleUser173@gmail.com,Basic,,417481zzxz,2022-01,0.284128906
ExampleUser174@yahoo.com,Basic,,419673zz,2021-12,1.315717773
ExampleUser175@att.net,Basic,,419673zzxz,2022-01,3.481022461
ExampleUser176@yahoo.com,Basic,,420028zz,2021-12,0.518313477
ExampleUser85@gmail.com,Basic,,427699zzxz,2022-01,37.84911328
ExampleUser177@gmail.com,Basic,,440648zz,2021-12,3.450089844
ExampleUser178@gmail.com,Basic,,449781zz,2021-12,9.348304688
ExampleUser179@qq.com,Basic,659642.0,450367337e7ff,2020-08,3.580193359
ExampleUser179@qq.com,Basic,659642.0,450367337e7ff,2020-09,12.10099609
ExampleUser180@gmail.com,Basic,460951.0,456snkrs7ff6zz,2021-12,2.001864258
ExampleUser180@gmail.com,Basic,460951.0,456snkrs9a2c,2020-07,1.319480469
ExampleUser181@hotmail.ca,Basic,,457154zzxz,2022-01,0.015457031
ExampleUser182@gmail.com,Basic,,471330zz,2021-12,9.2735
ExampleUser183@gmail.com,Basic,,471330zzxz,2022-01,0.008117188
ExampleUser184@gmail.com,Basic,659570.0,476503zz,2021-12,0.246689453
ExampleUser185@me.com,Basic,,476503zzxz,2022-01,0.015226563
ExampleUser172@gmail.com,Basic,,491269zzxz,2022-01,2.851811523
ExampleUser186@qq.com,Basic,,502585509f816,2020-12,1.669412109
ExampleUser186@qq.com,Basic,,502585509f816,2021-01,0.052733398
ExampleUser187@gmail.com,Basic,,504kickzfe72,2020-11,2.961524414
ExampleUser187@gmail.com,Basic,,504kickzfe72,2020-12,3.504751953
ExampleUser188@gmail.com,Basic,,520wangzherongyaodf126,2020-05,0.015322266
ExampleUser188@gmail.com,Basic,,520wangzherongyaodf126,2020-06,0.010375
ExampleUser188@gmail.com,Basic,,520wangzherongyaodf126,2020-07,3.826904297
ExampleUser189@gmail.com,Basic,,53110cudahy8cbf,2020-10,3.478337891
ExampleUser190@gmail.com,Basic,,537506zz,2021-12,3.61e-05
ExampleUser191@qq.com,Basic,638306.0,546129499c6a8,2020-08,14.87481055
ExampleUser191@qq.com,Basic,638306.0,546129499c6a8,2020-09,2.762077148
ExampleUser191@qq.com,Basic,638306.0,546129499c6a8,2020-10,4.183916992
ExampleUser192@gmail.com,Basic,,546578zz,2021-12,1.421585938
ExampleUser175@att.net,Basic,,546578zzxz,2022-01,3.473791992
ExampleUser193@qq.com,Basic,683135.0,5746638191e4b,2020-08,0.723833008
ExampleUser193@qq.com,Basic,683135.0,5746638191e4b,2020-09,1.517485352
ExampleUser193@qq.com,Basic,683135.0,5746638191e4b,2020-10,3.99634375
ExampleUser193@qq.com,Basic,683135.0,5746638191e4b,2020-11,0.780535156
ExampleUser193@qq.com,Basic,683135.0,5746638191e4b,2020-12,0.004111328
ExampleUser194@gmail.com,Basic,,5950bakera35e,2020-11,0.054081055
ExampleUser194@gmail.com,Basic,,5950bakera35e,2020-12,0.721493164
ExampleUser194@gmail.com,Basic,,5950bakera35e,2021-01,0.026299805
ExampleUser195@gmail.com,Basic,976493.0,5mindump11e1,2020-10,1.026441406
ExampleUser195@gmail.com,Basic,976493.0,5mindump11e1,2020-11,0.300855469
ExampleUser195@gmail.com,Basic,976493.0,5mindump11e1,2020-12,0.962857422
ExampleUser195@gmail.com,Basic,976493.0,5mindump74ea,2020-12,0.037046875
ExampleUser196@gmail.com,Basic,,616388zzxz,2022-01,0.985902344
ExampleUser197@gmail.com,Basic,,656012zz,2021-12,30.42391699
ExampleUser198@gmail.com,Basic,,656012zzxz,2022-01,10.55517676
ExampleUser199@yahoo.com,Basic,,656162zz,2021-12,7.475873047
ExampleUser200@gmail.com,Basic,,656162zzxz,2022-01,0.323429688
ExampleUser201@gmail.com,Basic,,670094zz,2021-12,3.018994141
ExampleUser202@gmail.com,Basic,703253.0,670094zzxz,2022-01,7.279555664
ExampleUser203@gmail.com,Basic,,722873zz,2021-12,0.879195313
ExampleUser204@hotmail.com,Basic,,722873zzxz,2022-01,0.979671875
ExampleUser205@gmail.com,Basic,,723965zz,2021-12,1.900779297
ExampleUser206@gmail.com,Basic,,723965zzxz,2022-01,0.015753906
ExampleUser207@gmail.com,Basic,797747.0,724southwest6dd1,2020-09,2.770094727
ExampleUser207@gmail.com,Basic,797747.0,724southwestbd7a6,2020-04,3.97049707
ExampleUser207@gmail.com,Basic,797747.0,724southwestbd7a6,2020-05,3.11127832
ExampleUser207@gmail.com,Basic,797747.0,724southwestbd7a6,2020-06,0.93437793
ExampleUser207@gmail.com,Basic,797747.0,724southwestbd7a6,2020-07,4.767564453
ExampleUser208@gmail.com,Basic,,745757zz,2021-12,1.716052734
ExampleUser209@him-mail.ch,Basic,,765038zz,2021-12,3.269884766
ExampleUser210@gmail.com,Basic,,769319zz,2021-12,0.218733398
ExampleUser85@gmail.com,Basic,,769319zzxz,2022-01,1.503991211
ExampleUser211@gmail.com,Basic,607289.0,7777dlwlrmabbef,2020-08,2.575923828
ExampleUser212@gmail.com,Basic,,783263zz,2021-12,8.791741211
ExampleUser213@hotmail.com,Basic,802436.0,808160zzxz,2022-01,1.992019531
ExampleUser214@gmail.com,Basic,,808355zz,2021-12,3.123509766
ExampleUser215@qq.com,Basic,809699.0,8143387358fd,2020-09,0.405603516
ExampleUser215@qq.com,Basic,809699.0,8143387358fd,2020-10,2.310447266
ExampleUser215@qq.com,Basic,809699.0,8143387396d3,2020-04,0.701102539
ExampleUser215@qq.com,Basic,809699.0,8143387396d3,2020-05,1.033595703
ExampleUser215@qq.com,Basic,809699.0,8143387396d3,2020-06,0.70752832
ExampleUser215@qq.com,Basic,809699.0,8143387396d3,2020-07,4.082573242
ExampleUser215@qq.com,Basic,809699.0,8143387396d3,2020-08,0.302176758
ExampleUser216@gmail.com,Basic,,828791zz,2021-12,9.03619043
ExampleUser85@gmail.com,Basic,,828791zzxz,2022-01,2.025855469
ExampleUser217@gmail.com,Basic,,839276zz,2021-12,0.154397461
ExampleUser218@yahoo.com,Basic,,839276zzxz,2022-01,0.307958984
ExampleUser219@qq.com,Basic,861488.0,8419975167c59,2020-10,0.34105957
ExampleUser90@gmail.com,Basic,,850154zzxz,2022-01,1.252328125
ExampleUser220@hotmail.com,Basic,,873452zz,2021-12,0.435751953
ExampleUser8@gmail.com,Basic,,873452zzxz,2022-01,0.707514648
ExampleUser221@gmail.com,Basic,686036.0,905soles614d,2020-08,1.064511719
ExampleUser221@gmail.com,Basic,686036.0,905soles614d,2020-09,5.549891602
ExampleUser221@gmail.com,Basic,686036.0,905soles614d,2020-10,5.808580078
ExampleUser222@gmail.com,Basic,459300.0,912bskeeaa49,2020-07,1.612147461
ExampleUser222@gmail.com,Basic,459300.0,912bskeeaa49,2020-08,0.002608398
ExampleUser222@gmail.com,Basic,459300.0,912bskeeaa49,2020-09,0.384484375
ExampleUser222@gmail.com,Basic,459300.0,912bskeeaa49,2020-10,0.036888672
ExampleUser223@gmail.com,Basic,,92579257ttf73d6,2020-04,0.313833008
ExampleUser223@gmail.com,Basic,,92579257ttf73d6,2020-05,0.573393555
ExampleUser223@gmail.com,Basic,,92579257ttf73d6,2020-06,0.600263672
ExampleUser223@gmail.com,Basic,,92579257ttf73d6,2020-08,0.020047852
ExampleUser223@gmail.com,Basic,,92579257ttf73d6,2020-09,1.164472656
ExampleUser223@gmail.com,Basic,,92579257ttf73d6,2020-10,2.922959961
ExampleUser224@gmail.com,Basic,,941729zz,2021-12,0.344711914
ExampleUser225@gmail.com,Basic,,959729zz,2021-12,0.531513672
ExampleUser147@slashproxy.io,Basic,,959729zzxz,2022-01,0.633177734
ExampleUser226@gmail.com,Basic,,959819zz,2021-12,8.019133789
ExampleUser227@gmail.com,Basic,,959819zzxz,2022-01,8.442484375
ExampleUser228@qq.com,Basic,813050.0,9611011687a39,2020-09,0.507566406
ExampleUser228@qq.com,Basic,813050.0,9611011687a39,2020-10,7.414517578
ExampleUser229@qq.com,Basic,,96877703ea7,2021-12,1.550580078
ExampleUser229@qq.com,Pro,620254.0,96877703ea7xz,2022-01,2.778697266
ExampleUser230@qq.com,Basic,669767.0,9745326536b40,2020-08,2.213225586
ExampleUser230@qq.com,Basic,669767.0,974532653f6e1,2020-08,2.443087891
ExampleUser230@qq.com,Basic,669767.0,974532653f6e1,2020-09,0.201805664
ExampleUser230@qq.com,Basic,669767.0,974532653f6e1,2020-10,4.622650391
ExampleUser231@qq.com,Basic,,98501243717c8,2020-04,3.195636719
ExampleUser231@qq.com,Basic,,98501243717c8,2020-05,0.348071289
